Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P*(D|M,rr[x]) is the scaled probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
The actual conditional probability is given by P*(D|M,rr[x])/2^F, where
F is the scaling factor (see column 'Scaler').
For invariant sites, P(D|M,rr[0]=0) is the actual conditional probability
(i.e., it is not scaled).


Site        P(D|M)         Scaler Pattern  P*(D|M,rr[1]=0.9494)   P*(D|M,rr[2]=0.9865)   P*(D|M,rr[3]=1.0126)   P*(D|M,rr[4]=1.0516)   Posterior mean        NDistinctStates 
241         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
242         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
243         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
244         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
245         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
246         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
247         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
248         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
249         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
250         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
251         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
252         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
253         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
254         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
255         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
256         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
257         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
258         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
259         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
260         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
261         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
262         0.000191376    0      18       0.000182109            0.000188916            0.000193688            0.000200792            1.00133               2               
263         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
264         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
265         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
266         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
267         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
268         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
269         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
270         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
271         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
272         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
273         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
274         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
275         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
276         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
277         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
278         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
279         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
280         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
281         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
282         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
283         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
284         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
285         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
286         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
287         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
288         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
289         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
290         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
291         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
292         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
293         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
294         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
295         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
296         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
297         0.000683765    0      16       0.000650672            0.000674981            0.000692021            0.000717388            1.00133               2               
298         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
299         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
300         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
301         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
302         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
303         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
304         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
305         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
306         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
307         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
308         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
309         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
310         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
311         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
312         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
313         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
314         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
315         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
316         0.000255432    0      19       0.000243069            0.00025215             0.000258516            0.000267992            1.00133               2               
317         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
318         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
319         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
320         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
321         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
322         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
323         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
324         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
325         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
326         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
327         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
328         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
329         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
330         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
331         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
332         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
333         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
334         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
335         0.000233475    0      17       0.000222204            0.000230484            0.000236287            0.000244925            1.00132               2               
336         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
337         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
338         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
339         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
340         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
