Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P*(D|M,rr[x]) is the scaled probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
The actual conditional probability is given by P*(D|M,rr[x])/2^F, where
F is the scaling factor (see column 'Scaler').
For invariant sites, P(D|M,rr[0]=0) is the actual conditional probability
(i.e., it is not scaled).


Site        P(D|M)         Scaler Pattern  P*(D|M,rr[1]=1.0010)   P*(D|M,rr[2]=1.0001)   P*(D|M,rr[3]=0.9990)   P*(D|M,rr[4]=0.9998)   Posterior mean        NDistinctStates 
89          0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
90          0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
91          0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
92          0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
93          0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
94          0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
95          0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
96          0.000233874    0      12       0.000234108            0.000233888            0.000233656            0.000233827            1                     2               
97          0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
98          0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
99          0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
100         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
101         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
102         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
103         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
104         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
105         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
106         0.000351144    0      13       0.000351496            0.000351166            0.000350816            0.000351073            1                     2               
107         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
108         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
109         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
110         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
111         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
112         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
113         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
114         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
115         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
116         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
117         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
118         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
119         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
120         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
121         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
122         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
123         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
124         0.000223621    0      14       0.000223846            0.000223635            0.000223412            0.000223576            1                     2               
125         0.000599309    0      15       0.000599911            0.000599346            0.000598748            0.000599187            1                     2               
126         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
127         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
128         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
129         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
130         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
131         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
132         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
133         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
134         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
135         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
136         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
137         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
138         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
139         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
140         0.000683877    0      16       0.000684563            0.00068392             0.000683238            0.000683739            1                     2               
141         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
142         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
143         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
144         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
145         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
146         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
147         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
148         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
149         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
150         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
151         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
152         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
153         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
154         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
155         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
156         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
157         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
158         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
159         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
160         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
161         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
162         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
163         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
164         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
165         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
166         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
167         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
168         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
169         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
170         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
171         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
172         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
173         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
174         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
175         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
176         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
177         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
178         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
179         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
180         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
181         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
182         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
183         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
184         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
185         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
186         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
187         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
188         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
189         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
190         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
191         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
192         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
193         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
194         0.000233477    0      17       0.00023371             0.000233491            0.000233259            0.000233429            1                     2               
195         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
196         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
197         0.000233874    0      12       0.000234108            0.000233888            0.000233656            0.000233827            1                     2               
198         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
199         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
200         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
201         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
202         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
203         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
204         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
205         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
206         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
207         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
208         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
209         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
210         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
211         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
212         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
213         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
214         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
215         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
216         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
217         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
218         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
219         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
220         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
221         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
222         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
223         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
224         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
225         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
226         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
227         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
228         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
229         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
230         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
231         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
232         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
233         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
234         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
235         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
236         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
237         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
238         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
239         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
240         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
241         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
242         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
243         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
244         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
245         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
246         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
247         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
248         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
249         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
250         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
251         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
252         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
253         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
254         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
255         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
256         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
257         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
258         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
259         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
260         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
261         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
262         0.000191395    0      18       0.000191587            0.000191407            0.000191216            0.000191356            1                     2               
263         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
264         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
265         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
266         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
267         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
268         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
269         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
270         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
271         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
272         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
273         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
274         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
275         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
276         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
277         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
278         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
279         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
280         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
281         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
282         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
283         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
284         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
285         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
286         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
287         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
288         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
289         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
290         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
291         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
292         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
293         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
294         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
295         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
296         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
297         0.000683877    0      16       0.000684563            0.00068392             0.000683238            0.000683739            1                     2               
298         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
299         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
300         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
301         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
302         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
303         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
304         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
305         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
306         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
307         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
308         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
309         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
310         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
311         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
312         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
313         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
314         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
315         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
316         0.00025545     0      19       0.000255706            0.000255466            0.000255212            0.000255399            1                     2               
317         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
318         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
319         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
320         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
321         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
322         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
323         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
324         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
325         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
326         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
327         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
328         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
329         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
330         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
331         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
332         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
333         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
334         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
335         0.000233477    0      17       0.00023371             0.000233491            0.000233259            0.000233429            1                     2               
336         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
337         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
338         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
339         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
340         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
341         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
342         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
343         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
344         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
345         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
346         0.000128345    0      20       0.000128474            0.000128353            0.000128224            0.000128319            1                     2               
347         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
348         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
349         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
350         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
351         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
352         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
353         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
354         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
355         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
356         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
357         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
